period,stock_symbol,ebitda,ebit,diluted_eps,basic_eps,net_income,tax_provision,pretax_income,operating_income,operating_expense,gross_profit,total_revenue,operating_revenue
2020-12-31 00:00:00,PARA,4608000000.00,4178000000.00,3.9200,3.9300,2422000000.00,535000000.00,3147000000.00,4474000000.00,5819000000.00,10293000000.00,25285000000.00,25285000000.00
2019-12-31 00:00:00,PARA,,,,,,,,,,,,
2024-06-30 00:00:00,PH,5028229000.00,4101098000.00,,,2844215000.00,749667000.00,3594603000.00,3885613000.00,3242177000.00,7127790000.00,19929606000.00,19929606000.00
2023-06-30 00:00:00,PH,4071687000.00,3253558000.00,16.0400,16.2300,2082936000.00,596128000.00,2679664000.00,3142199000.00,3287103000.00,6429302000.00,19065194000.00,19065194000.00
2022-06-30 00:00:00,PH,2441242000.00,1869478000.00,10.0900,10.2400,1315605000.00,298040000.00,1614226000.00,2807238000.00,2504061000.00,5311299000.00,15861608000.00,15861608000.00
2021-06-30 00:00:00,PH,3092383000.00,2496993000.00,13.3500,13.5400,1746100000.00,500096000.00,2246957000.00,2310711000.00,2432407000.00,4743118000.00,14347640000.00,14347640000.00
2020-06-30 00:00:00,PH,,,9.2900,9.3900,,,,,,,,
2024-05-31 00:00:00,PAYX,2431800000.00,2255300000.00,4.6700,4.6900,1690400000.00,527600000.00,2218000000.00,2174100000.00,1624900000.00,3799000000.00,5278300000.00,5132000000.00
2023-05-31 00:00:00,PAYX,2261500000.00,2084900000.00,4.3000,4.3200,1557300000.00,490900000.00,2048200000.00,2033100000.00,1521000000.00,3554100000.00,5007100000.00,4907300000.00
2022-05-31 00:00:00,PAYX,2053000000.00,1861200000.00,3.8400,3.8600,1392800000.00,431800000.00,1824600000.00,1840000000.00,1415400000.00,3255400000.00,4611700000.00,4554000000.00
2021-05-31 00:00:00,PAYX,1662000000.00,1470000000.00,3.0300,3.0500,1097500000.00,336700000.00,1434200000.00,1460700000.00,1324900000.00,2785600000.00,4056800000.00,3997500000.00
2023-12-31 00:00:00,PAYC,588274000.00,474326000.00,5.8800,5.9100,340788000.00,131611000.00,472399000.00,451322000.00,966062000.00,1417384000.00,1693674000.00,1693674000.00
2022-12-31 00:00:00,PAYC,484813000.00,392114000.00,4.8400,4.8600,281389000.00,108189000.00,389578000.00,378679000.00,783798000.00,1162477000.00,1375218000.00,1375218000.00
2021-12-31 00:00:00,PAYC,323184000.00,255962000.00,3.3700,3.3900,195960000.00,60002000.00,255962000.00,253567000.00,640071000.00,893638000.00,1055524000.00,1055524000.00
2020-12-31 00:00:00,PAYC,239328000.00,185955000.00,2.4600,2.4900,143453000.00,42483000.00,185936000.00,186123000.00,531765000.00,717888000.00,841434000.00,841434000.00
2019-12-31 00:00:00,PAYC,,,,,,,,,,,,
2023-12-31 00:00:00,PYPL,6830000000.00,5758000000.00,3.8400,3.8500,4246000000.00,1165000000.00,5411000000.00,4944000000.00,8760000000.00,13704000000.00,29771000000.00,29771000000.00
2022-12-31 00:00:00,PYPL,4987000000.00,3670000000.00,2.0900,2.1000,2419000000.00,947000000.00,3366000000.00,4044000000.00,9729000000.00,13773000000.00,27518000000.00,27518000000.00
2021-12-31 00:00:00,PYPL,5596000000.00,4331000000.00,3.5200,3.5500,4169000000.00,-70000000.00,4099000000.00,4324000000.00,9672000000.00,13996000000.00,25371000000.00,25371000000.00
2020-12-31 00:00:00,PYPL,6463000000.00,5274000000.00,3.5400,3.5800,4202000000.00,863000000.00,5065000000.00,3428000000.00,8351000000.00,11779000000.00,21454000000.00,21454000000.00
2023-12-31 00:00:00,PNR,852000000.00,737200000.00,3.7500,3.7700,622700000.00,-4000000.00,618900000.00,739200000.00,780000000.00,1519200000.00,4104500000.00,4104500000.00
2022-12-31 00:00:00,PNR,719000000.00,612400000.00,2.9000,2.9200,480900000.00,67400000.00,550600000.00,595300000.00,769300000.00,1364600000.00,4121800000.00,4121800000.00
2021-12-31 00:00:00,PNR,716800000.00,639300000.00,3.3000,3.3400,553000000.00,70800000.00,626800000.00,636900000.00,682300000.00,1319200000.00,3764800000.00,3764800000.00
2020-12-31 00:00:00,PNR,531100000.00,456000000.00,2.1400,2.1500,358600000.00,75000000.00,432100000.00,461400000.00,596200000.00,1057600000.00,3017800000.00,3017800000.00
2023-12-31 00:00:00,PEP,15754000000.00,12236000000.00,6.5600,6.5900,9074000000.00,2262000000.00,11417000000.00,12913000000.00,36677000000.00,49590000000.00,91471000000.00,91471000000.00
2022-12-31 00:00:00,PEP,14924000000.00,11644000000.00,6.4200,6.4706,8910000000.00,1727000000.00,10705000000.00,11357000000.00,34459000000.00,45816000000.00,86392000000.00,86392000000.00
2021-12-31 00:00:00,PEP,14899000000.00,11684000000.00,5.4900,5.5083,7618000000.00,2142000000.00,9821000000.00,11162000000.00,31237000000.00,42399000000.00,79474000000.00,79474000000.00
2020-12-31 00:00:00,PEP,13223000000.00,10197000000.00,5.1200,5.1594,7120000000.00,1894000000.00,9069000000.00,10122000000.00,28453000000.00,38575000000.00,70372000000.00,70372000000.00
2019-12-31 00:00:00,PEP,,,,,,,,,,,,
2023-12-31 00:00:00,PFE,9557000000.00,3267000000.00,0.3700,0.3800,2119000000.00,-1115000000.00,1058000000.00,3359000000.00,30183000000.00,33542000000.00,58496000000.00,58496000000.00
2022-12-31 00:00:00,PFE,41031000000.00,35967000000.00,5.4700,5.5900,31372000000.00,3328000000.00,34729000000.00,37272000000.00,28714000000.00,65986000000.00,100330000000.00,100330000000.00
2021-12-31 00:00:00,PFE,30793000000.00,25602000000.00,3.8500,3.9200,21979000000.00,1852000000.00,24311000000.00,23704000000.00,26763000000.00,50467000000.00,81288000000.00,81288000000.00
2020-12-31 00:00:00,PFE,13262000000.00,8485000000.00,1.7100,1.7300,9159000000.00,370000000.00,7036000000.00,8829000000.00,24338000000.00,33167000000.00,41651000000.00,41651000000.00
2019-12-31 00:00:00,PFE,,,,,,,,,,,,
2023-12-31 00:00:00,PCG,7287000000.00,3549000000.00,1.0500,1.0900,2256000000.00,-1557000000.00,699000000.00,4002000000.00,4305000000.00,8307000000.00,24428000000.00,24428000000.00
2022-12-31 00:00:00,PCG,6249000000.00,2393000000.00,0.8400,0.9100,1814000000.00,-1338000000.00,476000000.00,2682000000.00,4333000000.00,7015000000.00,21680000000.00,21680000000.00
2021-12-31 00:00:00,PCG,5752000000.00,2349000000.00,-0.0500,-0.0500,-88000000.00,836000000.00,748000000.00,2141000000.00,3920000000.00,6061000000.00,20642000000.00,20642000000.00
2020-12-31 00:00:00,PCG,3787000000.00,318000000.00,-1.0500,-1.0500,-1304000000.00,362000000.00,-942000000.00,2006000000.00,3881000000.00,5887000000.00,18469000000.00,18469000000.00
2023-12-31 00:00:00,PM,13374000000.00,11976000000.00,5.0200,5.0200,7813000000.00,2339000000.00,10450000000.00,12176000000.00,10105000000.00,22281000000.00,35174000000.00,84578000000.00
2022-12-31 00:00:00,PM,13479000000.00,12402000000.00,5.8100,5.8200,9048000000.00,2244000000.00,11634000000.00,12222000000.00,8138000000.00,20360000000.00,31762000000.00,80720000000.00
2021-12-31 00:00:00,PM,13967000000.00,12969000000.00,5.8300,5.8300,9109000000.00,2671000000.00,12232000000.00,12860000000.00,8515000000.00,21375000000.00,31405000000.00,82223000000.00
2020-12-31 00:00:00,PM,12662000000.00,11681000000.00,5.1600,5.1600,8056000000.00,2377000000.00,10953000000.00,11571000000.00,7554000000.00,19125000000.00,28694000000.00,76047000000.00
2019-12-31 00:00:00,PM,,,,,,,,,,,,
2023-12-31 00:00:00,PSX,12372000000.00,10395000000.00,15.4800,15.5600,7015000000.00,2230000000.00,9469000000.00,7950000000.00,9386000000.00,17336000000.00,147399000000.00,147399000000.00
2022-12-31 00:00:00,PSX,16910000000.00,15281000000.00,23.2700,23.3600,11024000000.00,3248000000.00,14639000000.00,9620000000.00,8809000000.00,18429000000.00,169990000000.00,169990000000.00
2021-12-31 00:00:00,PSX,3950000000.00,2345000000.00,2.9700,2.9700,1315000000.00,146000000.00,1740000000.00,468000000.00,7301000000.00,7769000000.00,111476000000.00,111476000000.00
2020-12-31 00:00:00,PSX,-3048000000.00,-4443000000.00,-9.0600,-9.0600,-3975000000.00,-1250000000.00,-4964000000.00,-1544000000.00,6571000000.00,5027000000.00,64129000000.00,64129000000.00
2019-12-31 00:00:00,PSX,,,,,,,,,,,,
2023-12-31 00:00:00,PNW,1781152000.00,927016000.00,4.4100,4.4200,501557000.00,76912000.00,595693000.00,824640000.00,1019969000.00,1844609000.00,4695991000.00,4695991000.00
2022-12-31 00:00:00,PNW,1649006000.00,831192000.00,4.2600,4.2700,483602000.00,74827000.00,575653000.00,731911000.00,976059000.00,1707970000.00,4324385000.00,4324385000.00
2021-12-31 00:00:00,PNW,1698433000.00,979292000.00,5.4700,5.4800,618720000.00,110086000.00,746030000.00,805310000.00,891907000.00,1697217000.00,3803835000.00,3803835000.00
2020-12-31 00:00:00,PNW,1563449000.00,877196000.00,4.8700,4.8900,550559000.00,78173000.00,648225000.00,788152000.00,846501000.00,1634653000.00,3586982000.00,3586982000.00
2023-12-31 00:00:00,POOL,786707000.00,746567000.00,13.3500,13.4500,523229000.00,165084000.00,688136000.00,746567000.00,913477000.00,1660044000.00,5541595000.00,5541595000.00
2022-12-31 00:00:00,POOL,1064808000.00,1025783000.00,18.7000,18.8900,748462000.00,236763000.00,984872000.00,1025783000.00,907629000.00,1933412000.00,6179727000.00,6179727000.00
2021-12-31 00:00:00,POOL,862810000.00,832784000.00,15.9700,16.2100,650624000.00,173812000.00,824145000.00,832784000.00,784308000.00,1617092000.00,5295584000.00,5295584000.00
2020-12-31 00:00:00,POOL,493425000.00,464027000.00,8.9700,9.1400,366738000.00,85231000.00,451674000.00,470971000.00,659931000.00,1130902000.00,3936623000.00,3936623000.00
2019-12-31 00:00:00,POOL,,,,,,,,,,,,
2023-12-31 00:00:00,PPG,2553000000.00,1995000000.00,5.3500,5.3800,1270000000.00,439000000.00,1748000000.00,2059000000.00,5442000000.00,7501000000.00,18246000000.00,18246000000.00
2022-12-31 00:00:00,PPG,2102000000.00,1548000000.00,4.3200,4.3400,1026000000.00,325000000.00,1381000000.00,1722000000.00,4834000000.00,6556000000.00,17652000000.00,17652000000.00
2021-12-31 00:00:00,PPG,2497000000.00,1936000000.00,6.0100,6.0600,1439000000.00,374000000.00,1815000000.00,1701000000.00,4815000000.00,6516000000.00,16802000000.00,16802000000.00
2020-12-31 00:00:00,PPG,2009000000.00,1500000000.00,4.4500,4.4700,1059000000.00,291000000.00,1362000000.00,1787000000.00,4270000000.00,6057000000.00,13834000000.00,13834000000.00
2019-12-31 00:00:00,PPG,,,,,,,,,,,,
2023-12-31 00:00:00,PPL,2925000000.00,1590000000.00,1.0000,1.0000,740000000.00,184000000.00,924000000.00,1670000000.00,1606000000.00,3276000000.00,8312000000.00,8312000000.00
2022-12-31 00:00:00,PPL,2661000000.00,1428000000.00,1.0200,1.0200,756000000.00,201000000.00,915000000.00,1421000000.00,1466000000.00,2887000000.00,7902000000.00,7902000000.00
2021-12-31 00:00:00,PPL,2560000000.00,1439000000.00,-1.9300,-1.9300,-1480000000.00,503000000.00,521000000.00,1445000000.00,1268000000.00,2713000000.00,5783000000.00,5783000000.00
2020-12-31 00:00:00,PPL,2668000000.00,1588000000.00,1.9100,1.9100,1469000000.00,314000000.00,954000000.00,1584000000.00,1204000000.00,2788000000.00,5474000000.00,5474000000.00
2019-12-31 00:00:00,PPL,,,,,,,,,,,,
2024-06-30 00:00:00,PG,22582000000.00,19686000000.00,,,14879000000.00,3787000000.00,18761000000.00,19886000000.00,23305000000.00,43191000000.00,84039000000.00,84039000000.00
2023-06-30 00:00:00,PG,21823000000.00,19109000000.00,5.9000,6.0700,14653000000.00,3615000000.00,18353000000.00,18134000000.00,21112000000.00,39246000000.00,82006000000.00,82006000000.00
2022-06-30 00:00:00,PG,21241000000.00,18434000000.00,5.8100,6.0000,14742000000.00,3202000000.00,17995000000.00,17813000000.00,20217000000.00,38030000000.00,80187000000.00,80187000000.00
2021-06-30 00:00:00,PG,20852000000.00,18117000000.00,5.5000,5.6900,14306000000.00,3263000000.00,17615000000.00,17986000000.00,21024000000.00,39010000000.00,76118000000.00,76118000000.00
2020-06-30 00:00:00,PG,,,4.9600,5.1300,,,,,,,,
2023-12-31 00:00:00,PLD,6567797000.00,4082906000.00,3.2900,3.3000,3059214000.00,211038000.00,3464183000.00,3084483000.00,2928651000.00,6013134000.00,8023469000.00,8023469000.00
2022-12-31 00:00:00,PLD,5795490000.00,3982713000.00,4.2500,4.2800,3364856000.00,135412000.00,3690810000.00,2280402000.00,2184196000.00,4464598000.00,5973692000.00,5973692000.00
2021-12-31 00:00:00,PLD,5150884000.00,3572942000.00,3.9400,3.9700,2939723000.00,174258000.00,3322848000.00,1617409000.00,1893544000.00,3510953000.00,4759440000.00,4759440000.00
2020-12-31 00:00:00,PLD,3608964000.00,2046995000.00,2.0100,2.0200,1481814000.00,130458000.00,1747088000.00,1401807000.00,1866824000.00,3268631000.00,4438735000.00,4438735000.00
2019-12-31 00:00:00,PLD,,,,,,,,,,,,
2023-12-31 00:00:00,PEG,5093000000.00,3769000000.00,5.1260,5.1300,2563000000.00,518000000.00,3081000000.00,3474000000.00,1353000000.00,4827000000.00,11237000000.00,11237000000.00
2022-12-31 00:00:00,PEG,2848000000.00,1565000000.00,2.0579,2.0600,1031000000.00,-29000000.00,1002000000.00,1853000000.00,751000000.00,2604000000.00,9800000000.00,9800000000.00
2021-12-31 00:00:00,PEG,814000000.00,-589000000.00,-1.2900,-1.2900,-648000000.00,-441000000.00,-1089000000.00,2090000000.00,907000000.00,2997000000.00,9722000000.00,9722000000.00
2020-12-31 00:00:00,PEG,4283000000.00,2814000000.00,3.7600,3.7600,1905000000.00,396000000.00,2301000000.00,2111000000.00,1321000000.00,3432000000.00,9603000000.00,9603000000.00
2019-12-31 00:00:00,PEG,,,,,,,,,,,,
2023-09-30 00:00:00,PTC,599145000.00,461983000.00,2.0600,2.0700,245540000.00,87026000.00,332566000.00,458014000.00,1198033000.00,1656047000.00,2097053000.00,2097053000.00
2022-09-30 00:00:00,PTC,573406000.00,451366000.00,2.6500,2.6700,313081000.00,84017000.00,397098000.00,478496000.00,1068871000.00,1547367000.00,1933347000.00,1933347000.00
2021-09-30 00:00:00,PTC,564767000.00,442233000.00,4.0300,4.0800,476923000.00,-85168000.00,391755000.00,382959000.00,1053098000.00,1436057000.00,1807159000.00,1807159000.00
2020-09-30 00:00:00,PTC,330638000.00,211134000.00,1.1200,1.1300,130695000.00,4011000.00,134706000.00,243579000.00,880565000.00,1124144000.00,1458415000.00,1458415000.00
2023-12-31 00:00:00,PSA,3342129000.00,2372073000.00,11.0600,11.1100,2148327000.00,10821000.00,2170941000.00,2319056000.00,1050688000.00,3369744000.00,4517690000.00,4517690000.00
2022-12-31 00:00:00,PSA,5405065000.00,4516919000.00,23.5000,23.6400,4349147000.00,14326000.00,4380600000.00,2169438000.00,959818000.00,3129256000.00,4182163000.00,4182163000.00
2021-12-31 00:00:00,PSA,2776206000.00,2062778000.00,9.8700,9.9100,1953263000.00,12365000.00,1972004000.00,1705832000.00,789394000.00,2495226000.00,3415824000.00,3415824000.00
2020-12-31 00:00:00,PSA,1970767000.00,1417510000.00,6.2900,6.2900,1357213000.00,,1361227000.00,1411150000.00,636456000.00,2047606000.00,2915068000.00,2915068000.00
2019-12-31 00:00:00,PSA,,,,,,,,,,,,
2023-12-31 00:00:00,PHM,3530560000.00,3449736000.00,11.7200,11.7900,2602372000.00,846895000.00,3449267000.00,3396305000.00,1323180000.00,4719485000.00,16061578000.00,16061578000.00
2022-12-31 00:00:00,PHM,3510760000.00,3439842000.00,11.0100,11.0700,2617317000.00,822241000.00,3439558000.00,3442158000.00,1392340000.00,4834498000.00,16002979000.00,16002979000.00
2021-12-31 00:00:00,PHM,2580300000.00,2510347000.00,7.4300,7.4400,1946320000.00,563525000.00,2509845000.00,2557222000.00,1225200000.00,3782422000.00,13736995000.00,13736995000.00
2020-12-31 00:00:00,PHM,1799023000.00,1732942000.00,5.1800,5.1900,1406839000.00,321855000.00,1728694000.00,1747025000.00,1031127000.00,2778152000.00,11036082000.00,11036082000.00
2019-12-31 00:00:00,PHM,,,,,,,,,,,,
2024-03-31 00:00:00,QRVO,463738000.00,142805000.00,-0.7200,-0.7200,-70322000.00,143882000.00,73560000.00,313115000.00,1175380000.00,1488495000.00,3769506000.00,3769506000.00
2023-03-31 00:00:00,QRVO,531940000.00,193092000.00,1.0000,1.0327,103152000.00,21477000.00,124629000.00,195579000.00,1101363000.00,1296942000.00,3569399000.00,3569399000.00
2022-03-31 00:00:00,QRVO,1605825000.00,1244410000.00,9.2600,9.5300,1033353000.00,147731000.00,1181084000.00,1274069000.00,1012099000.00,2286168000.00,4645714000.00,4645714000.00
2021-03-31 00:00:00,QRVO,1338682000.00,882578000.00,6.3200,6.4771,733611000.00,73769000.00,807380000.00,906627000.00,976939000.00,1883566000.00,4015307000.00,4015307000.00
2020-03-31 00:00:00,QRVO,,,,,,,,,,,,
2023-12-31 00:00:00,PWR,1770669000.00,1156869000.00,5.0000,5.1300,744689000.00,219267000.00,969956000.00,1092935000.00,1844151000.00,2937086000.00,20882206000.00,20882206000.00
2022-12-31 00:00:00,PWR,1472869000.00,828249000.00,3.3200,3.4200,491189000.00,192243000.00,703886000.00,838471000.00,1690684000.00,2529155000.00,17073903000.00,17073903000.00
2021-12-31 00:00:00,PWR,1112695000.00,691800000.00,3.3400,3.4500,485956000.00,130918000.00,622901000.00,631937000.00,1321322000.00,1953259000.00,12980213000.00,12980213000.00
2020-12-31 00:00:00,PWR,918319000.00,616359000.00,3.0700,3.1500,445596000.00,119387000.00,571346000.00,609069000.00,1051778000.00,1660847000.00,11202672000.00,11202672000.00
2019-12-31 00:00:00,PWR,,,,,,,,,,,,
2024-08-31 00:00:00,WBA,-11278000000.00,-13737000000.00,,,-8636000000.00,1246000000.00,-14219000000.00,-1589000000.00,28113000000.00,26524000000.00,147658000000.00,147658000000.00
2023-09-30 00:00:00,QCOM,9946000000.00,8137000000.00,6.4200,6.4700,7232000000.00,104000000.00,7443000000.00,7788000000.00,12163000000.00,19951000000.00,35820000000.00,35820000000.00
2022-09-30 00:00:00,QCOM,17250000000.00,15488000000.00,11.3700,11.5200,12936000000.00,2012000000.00,14998000000.00,15860000000.00,9705000000.00,25565000000.00,44200000000.00,44200000000.00
2021-09-30 00:00:00,QCOM,12415000000.00,10833000000.00,7.8700,7.9900,9043000000.00,1231000000.00,10274000000.00,9789000000.00,9515000000.00,19304000000.00,33566000000.00,33566000000.00
2020-09-30 00:00:00,QCOM,7714000000.00,6321000000.00,4.5200,4.5800,5198000000.00,521000000.00,5719000000.00,6255000000.00,8021000000.00,14276000000.00,23531000000.00,23531000000.00
2023-12-31 00:00:00,DGX,1732000000.00,1293000000.00,7.4900,7.5900,854000000.00,248000000.00,1130000000.00,1262000000.00,1791000000.00,3053000000.00,9252000000.00,9252000000.00
2022-12-31 00:00:00,DGX,1820000000.00,1383000000.00,7.9700,8.1000,946000000.00,264000000.00,1235000000.00,1428000000.00,2005000000.00,3433000000.00,9883000000.00,9883000000.00
2021-12-31 00:00:00,DGX,3159000000.00,2751000000.00,15.5500,15.8500,1995000000.00,597000000.00,2599000000.00,2381000000.00,1828000000.00,4209000000.00,10788000000.00,10788000000.00
2020-12-31 00:00:00,DGX,2411000000.00,2050000000.00,10.4700,10.6200,1431000000.00,460000000.00,1884000000.00,1971000000.00,1662000000.00,3633000000.00,9437000000.00,9437000000.00
2019-12-31 00:00:00,DGX,,,,,,,,,,,,
2024-03-31 00:00:00,RL,1048600000.00,819600000.00,9.7100,9.9100,646300000.00,131100000.00,777400000.00,812200000.00,3619600000.00,4431800000.00,6631400000.00,6631400000.00
2023-03-31 00:00:00,RL,952800000.00,732300000.00,7.5800,7.7200,522700000.00,169200000.00,691900000.00,733100000.00,3432700000.00,4165800000.00,6443600000.00,6443600000.00
2022-03-31 00:00:00,RL,1038300000.00,808600000.00,8.0700,8.2200,600100000.00,154500000.00,754600000.00,823700000.00,3323800000.00,4147500000.00,6218500000.00,6218500000.00
2021-03-31 00:00:00,RL,221300000.00,-26300000.00,-1.6500,-1.6500,-121100000.00,46300000.00,-74800000.00,211500000.00,2649900000.00,2861400000.00,4400800000.00,4400800000.00
2020-03-31 00:00:00,RL,,,,,,,,,,,,
2023-12-31 00:00:00,RTX,9700000000.00,5489000000.00,2.2300,2.2400,3195000000.00,456000000.00,3836000000.00,5341000000.00,6748000000.00,12089000000.00,68920000000.00,68920000000.00
2022-12-31 00:00:00,RTX,11525000000.00,7417000000.00,3.5000,3.5200,5197000000.00,790000000.00,6117000000.00,7393000000.00,6275000000.00,13668000000.00,67074000000.00,67074000000.00
2021-12-31 00:00:00,RTX,10996000000.00,6439000000.00,2.5600,2.5700,3864000000.00,964000000.00,5109000000.00,7080000000.00,5411000000.00,12491000000.00,64388000000.00,64388000000.00
2020-12-31 00:00:00,RTX,3211000000.00,-945000000.00,-2.5900,-2.5900,-3519000000.00,575000000.00,-2353000000.00,1294000000.00,7237000000.00,8531000000.00,56587000000.00,56587000000.00
2019-12-31 00:00:00,RTX,,,,,,,,,,,,
2023-12-31 00:00:00,O,3603157000.00,1707980000.00,1.2600,1.2600,872309000.00,52021000.00,928935000.00,1722316000.00,2039713000.00,3762029000.00,4078993000.00,3958150000.00
2022-12-31 00:00:00,O,3110047000.00,1439658000.00,1.4200,1.4200,869408000.00,45183000.00,917599000.00,1308503000.00,1808848000.00,3117351000.00,3343681000.00,3299657000.00
2021-12-31 00:00:00,O,1849878000.00,952043000.00,0.8700,0.8700,359456000.00,31657000.00,392404000.00,952043000.00,994815000.00,1946858000.00,2080463000.00,2064958000.00
2020-12-31 00:00:00,O,1381947000.00,704909000.00,1.1400,1.1500,395486000.00,14693000.00,411199000.00,792231000.00,750253000.00,1542484000.00,1647087000.00,1639533000.00
2019-12-31 00:00:00,O,,,,,,,,,,,,
2023-12-31 00:00:00,REG,878925000.00,526643000.00,2.0400,2.0400,364557000.00,,370867000.00,468150000.00,459547000.00,927697000.00,1322466000.00,1322466000.00
2022-12-31 00:00:00,REG,954427000.00,634730000.00,2.8100,2.8294,482865000.00,,488035000.00,472313000.00,405766000.00,878079000.00,1224022000.00,1224022000.00
2021-12-31 00:00:00,REG,814975000.00,511644000.00,2.1162,2.1162,361411000.00,,366288000.00,452179000.00,387300000.00,839479000.00,1166161000.00,1152572000.00
2020-12-31 00:00:00,REG,547166000.00,201266000.00,0.2600,0.2653,44889000.00,,47317000.00,269555000.00,433543000.00,703098000.00,1016175000.00,1016175000.00
2019-12-31 00:00:00,REG,,,,,,0.00,,,,,,
2023-12-31 00:00:00,REGN,4693300000.00,4272300000.00,34.7700,37.0500,3953600000.00,245700000.00,4199300000.00,4233200000.00,7068200000.00,11301400000.00,13117200000.00,12581100000.00
2022-12-31 00:00:00,REGN,5259600000.00,4918200000.00,38.2200,40.5100,4338400000.00,520400000.00,4858800000.00,4994000000.00,5618500000.00,10612500000.00,12172900000.00,11807800000.00
2021-12-31 00:00:00,REGN,9669300000.00,9383100000.00,71.9700,76.4000,8075300000.00,1250500000.00,9325800000.00,8994800000.00,4639400000.00,13634200000.00,16071700000.00,15790500000.00
2020-12-31 00:00:00,REGN,4103200000.00,3867300000.00,30.5200,32.6500,3513200000.00,297200000.00,3810400000.00,3576600000.00,3800600000.00,7377200000.00,8497100000.00,7940100000.00
2023-12-31 00:00:00,RSG,4299000000.00,2699700000.00,5.4700,5.4700,1731000000.00,460100000.00,2191500000.00,2847800000.00,3174500000.00,6022300000.00,14964500000.00,14322600000.00
2022-12-31 00:00:00,RSG,3668300000.00,2227100000.00,4.6900,4.7000,1487600000.00,343900000.00,1831500000.00,2487800000.00,2818500000.00,5306300000.00,13511300000.00,12826000000.00
2021-12-31 00:00:00,RSG,3157900000.00,1889700000.00,4.0400,4.0500,1290400000.00,282800000.00,1575100000.00,2093300000.00,2464000000.00,4557300000.00,11295000000.00,10600500000.00
2020-12-31 00:00:00,RSG,2657100000.00,1498300000.00,3.0200,3.0300,967200000.00,173100000.00,1142700000.00,1841300000.00,2211800000.00,4053100000.00,10153600000.00,9627000000.00
2019-12-31 00:00:00,RSG,,,,,,,,,,,,
2024-06-30 00:00:00,RMD,1526715000.00,1310506000.00,,,1020951000.00,243847000.00,1264798000.00,1384121000.00,1271182000.00,2655303000.00,4685297000.00,4685297000.00
2023-06-30 00:00:00,RMD,1346605000.00,1149043000.00,6.0900,6.1200,897556000.00,204108000.00,1101664000.00,1151997000.00,1203665000.00,2355662000.00,4222993000.00,4222993000.00
2022-06-30 00:00:00,RMD,1176636000.00,982795000.00,5.3000,5.3400,779437000.00,181046000.00,960483000.00,1002150000.00,1022161000.00,2024311000.00,3578127000.00,3578127000.00
2021-06-30 00:00:00,RMD,1103869000.00,912351000.00,3.2400,3.2700,474505000.00,409157000.00,883662000.00,912351000.00,926749000.00,1839100000.00,3196825000.00,3196825000.00
2020-06-30 00:00:00,RMD,,,4.2700,4.3100,,,,,,,,
2023-12-31 00:00:00,RVTY,713558000.00,281789000.00,5.5500,5.5600,693094000.00,3473000.00,182976000.00,300562000.00,1239129000.00,1539691000.00,2750571000.00,2750571000.00
2022-12-31 00:00:00,RVTY,1182792000.00,755792000.00,4.5800,4.5852,569179000.00,139161000.00,651837000.00,742699000.00,1247131000.00,1989830000.00,3311822000.00,3311822000.00
2021-12-31 00:00:00,RVTY,1617153000.00,1305710000.00,7.3863,7.3863,943157000.00,314146000.00,1203582000.00,1258457000.00,1175530000.00,2433987000.00,3827808000.00,3827808000.00
2020-12-31 00:00:00,RVTY,1051432000.00,849784000.00,6.4900,6.5005,727887000.00,169512000.00,800072000.00,867273000.00,862906000.00,1730179000.00,2663230000.00,2663230000.00
2019-12-31 00:00:00,RVTY,,,,,,,,,,,,
2023-09-30 00:00:00,ROK,1994200000.00,1743800000.00,11.9500,12.0854,1278000000.00,330500000.00,1608500000.00,1693300000.00,2023700000.00,3717000000.00,9058000000.00,9058000000.00
2022-09-30 00:00:00,ROK,1435700000.00,1196800000.00,7.9700,7.9783,919100000.00,154500000.00,1073600000.00,1335300000.00,1766700000.00,3102000000.00,7760400000.00,7760400000.00
2021-09-30 00:00:00,ROK,1810600000.00,1620800000.00,11.5800,11.7078,1344300000.00,181900000.00,1526200000.00,1217700000.00,1680000000.00,2897700000.00,6997400000.00,6997400000.00
2020-09-30 00:00:00,ROK,1412300000.00,1239600000.00,8.7700,8.8055,1023400000.00,112900000.00,1136100000.00,1115400000.00,1479800000.00,2595200000.00,6329800000.00,6329800000.00
2023-12-31 00:00:00,ROL,705064000.00,605312000.00,0.8900,0.8900,434957000.00,151300000.00,586257000.00,588422000.00,1014985000.00,1603407000.00,3073278000.00,3073278000.00
2022-12-31 00:00:00,ROL,592881000.00,501555000.00,0.7500,0.7500,368599000.00,130318000.00,498917000.00,493388000.00,894036000.00,1387424000.00,2695823000.00,2695823000.00
2021-12-31 00:00:00,ROL,569873000.00,483315000.00,0.7100,0.7100,356565000.00,125920000.00,482485000.00,447636000.00,814047000.00,1261683000.00,2424300000.00,2424300000.00
2020-12-31 00:00:00,ROL,447129000.00,367798000.00,0.5300,0.5300,266756000.00,95960000.00,362716000.00,376088000.00,736540000.00,1112628000.00,2161220000.00,2161220000.00
2019-12-31 00:00:00,ROL,,,,,,,,,,,,
2023-12-31 00:00:00,ROP,2663000000.00,1907800000.00,12.8900,12.9800,1384200000.00,374700000.00,1743100000.00,1745200000.00,2562000000.00,4307200000.00,6177800000.00,6177800000.00
